orf_name,name,chr,start,stop,length,strand,orf_class,TSS,PAS,transcript_start,transcript_stop
YMR272W-B,YMR272W-B,13,811088,811195,107,+,Uncharacterized,811135.0,,811135,811195
YMR273C,ZDS1,13,811232,813979,2747,-,Verified,814175.0,811157.0,811157,814175
YMR274C,RCE1,13,814363,815310,947,-,Verified,815319.0,814319.0,814319,815319
YMR275C,BUL1,13,815650,818580,2930,-,Verified,818631.0,815530.0,815530,818631
YMR276W,DSK2,13,818826,819947,1121,+,Verified,818788.0,820055.0,818788,820055
YMR277W,FCP1,13,820255,822453,2198,+,Verified,820158.0,822582.0,820158,822582
YMR278W,PGM3,13,822762,824630,1868,+,Verified,822722.0,824770.0,822722,824770
YMR279C,YMR279C,13,824728,826350,1622,-,Uncharacterized,,,826350,824728
YMR280C,CAT8,13,827027,831328,4301,-,Verified,,,831328,827027
YMR281W,GPI12,13,832338,833252,914,+,Verified,832264.0,833347.0,832264,833347
YMR282C,AEP2,13,833355,835097,1742,-,Verified,835144.0,833269.0,833269,835144
YMR283C,RIT1,13,835325,836866,1541,-,Verified,836841.0,835248.0,835248,836841
YMR284W,YKU70,13,838186,839994,1808,+,Verified,838142.0,840077.0,838142,840077
YMR285C,NGL2,13,840143,841690,1547,-,Verified,841698.0,839946.0,839946,841698
YMR286W,MRPL33,13,841941,842201,260,+,Verified,841924.0,842329.0,841924,842329
YMR287C,DSS1,13,842435,845344,2909,-,Verified,845419.0,842302.0,842302,845419
YMR288W,HSH155,13,845570,848485,2915,+,Verified,845557.0,848537.0,845557,848537
YMR289W,ABZ2,13,848684,849808,1124,+,Verified,848692.0,849947.0,848692,849947
YMR290C,HAS1,13,850073,851590,1517,-,Verified,851617.0,849825.0,849825,851617
YMR290W-A,YMR290W-A,13,851421,851768,347,+,Dubious,,,851421,851768
YMR291W,YMR291W,13,852629,854389,1760,+,Uncharacterized,852546.0,854567.0,852546,854567
YMR292W,GOT1,13,854794,855292,498,+,Verified,854764.0,855379.0,854764,855379
YMR293C,LRC6,13,855398,856792,1394,-,Uncharacterized,856822.0,855311.0,855311,856822
YMR294W,JNM1,13,856965,858086,1121,+,Verified,856930.0,858137.0,856930,858137
YMR294W-A,YMR294W-A,13,858208,858567,359,+,Dubious,,,858208,858567
YMR295C,YMR295C,13,858296,858889,593,-,Verified,858944.0,858106.0,858106,858944
YMR296C,LCB1,13,859214,860890,1676,-,Verified,861098.0,859130.0,859130,861098
YMR297W,PRC1,13,861921,863519,1598,+,Verified,861849.0,863627.0,861849,863627
YMR298W,LIP1,13,863818,864270,452,+,Verified,863796.0,864384.0,863796,864384
YMR299C,DYN3,13,864411,865349,938,-,Verified,865400.0,864298.0,864298,865400
YMR300C,ADE4,13,865558,867090,1532,-,Verified,867173.0,865495.0,865495,867173
YMR301C,ATM1,13,867554,869626,2072,-,Verified,869665.0,867483.0,867483,869665
YMR302C,YME2,13,870072,872624,2552,-,Verified,872663.0,870010.0,870010,872663
YMR303C,ADH2,13,873290,874336,1046,-,Verified,874394.0,873209.0,873209,874394
YMR304W,UBP15,13,874986,878678,3692,+,Verified,874790.0,878946.0,874790,878946
YMR304C-A,YMR304C-A,13,878779,879129,350,-,Dubious,,,879129,878779
YMR305C,SCW10,13,879062,880231,1169,-,Verified,880323.0,878874.0,878874,880323
YMR306W,FKS3,13,881158,886515,5357,+,Verified,880817.0,886519.0,880817,886519
YMR306C-A,YMR306C-A,13,886182,886571,389,-,Dubious,,,886571,886182
YMR307W,GAS1,13,887002,888681,1679,+,Verified,886967.0,888861.0,886967,888861
YMR307C-A,YMR307C-A,13,887730,887924,194,-,Dubious,,,887924,887730
YMR308C,PSE1,13,888951,892220,3269,-,Verified,892400.0,888895.0,888895,892400
YMR309C,NIP1,13,892987,895425,2438,-,Verified,895481.0,892679.0,892679,895481
YMR310C,YMR310C,13,895715,896668,953,-,Uncharacterized,896713.0,895647.0,895647,896713
YMR311C,GLC8,13,896913,897602,689,-,Verified,897641.0,896861.0,896861,897641
YMR312W,ELP6,13,898404,899225,821,+,Verified,898400.0,899343.0,898400,899343
YMR313C,TGL3,13,899378,901306,1928,-,Verified,901321.0,899278.0,899278,901321
YMR314W,PRE5,13,901708,902412,704,+,Verified,901665.0,902570.0,901665,902570
YMR315W,YMR315W,13,902799,903848,1049,+,Uncharacterized,902697.0,903959.0,902697,903959
YMR315W-A,YMR315W-A,13,904285,904392,107,+,Uncharacterized,,,904285,904392
YMR316W,DIA1,13,904823,905833,1010,+,Verified,904759.0,905890.0,904759,905890
YMR316C-A,YMR316C-A,13,905660,905971,311,-,Dubious,,,905971,905660
YMR316C-B,YMR316C-B,13,907319,907627,308,-,Dubious,,,907627,907319
YMR317W,YMR317W,13,907362,910784,3422,+,Uncharacterized,,910969.0,907362,910969
YMR318C,ADH6,13,911059,912141,1082,-,Verified,912185.0,910895.0,910895,912185
YMR319C,FET4,13,912878,914536,1658,-,Verified,914722.0,912652.0,912652,914722
YMR320W,YMR320W,13,916744,917049,305,+,Dubious,,,916744,917049
YMR321C,YMR321C,13,917577,917894,317,-,Uncharacterized,,,917894,917577
YMR322C,SNO4,13,918364,919077,713,-,Uncharacterized,,,919077,918364
YMR323W,ERR3,13,920086,921399,1313,+,Verified,,,920086,921399
YMR324C,YMR324C,13,922200,922442,242,-,Dubious,,,922442,922200
YMR325W,PAU19,13,922639,923013,374,+,Uncharacterized,,,922639,923013
YMR326C,YMR326C,13,923492,923800,308,-,Dubious,,,923800,923492
YNL339C,YRF1-6,14,371,6098,5727,-,Verified,6167.0,294.0,294,6167
YNL339W-B,YNL339W-B,14,734,1216,482,+,Dubious,,,734,1216
YNL339W-A,YNL339W-A,14,1517,2092,575,+,Dubious,,,1517,2092
YNL338W,YNL338W,14,6561,6719,158,+,Dubious,,,6561,6719
YNL337W,YNL337W,14,7165,7419,254,+,Dubious,,,7165,7419
YNL336W,COS1,14,8330,9475,1145,+,Verified,8323.0,9556.0,8323,9556
YNL335W,DDI3,14,11452,12129,677,+,Uncharacterized,11448.0,12244.0,11448,12244
YNL334C,SNO2,14,12208,12876,668,-,Verified,12923.0,12092.0,12092,12923
YNL333W,SNZ2,14,13267,14163,896,+,Verified,13199.0,14305.0,13199,14305
YNL332W,THI12,14,14832,15854,1022,+,Verified,,,14832,15854
YNL331C,AAD14,14,16118,17248,1130,-,Verified,,15902.0,15902,16118
YNL330C,RPD3,14,18001,19302,1301,-,Verified,19357.0,17940.0,17940,19357
YNL329C,PEX6,14,19541,22633,3092,-,Verified,,19481.0,19481,19541
YNL328C,MDJ2,14,22834,23274,440,-,Verified,23345.0,22533.0,22533,23345
YNL327W,EGT2,14,24047,27172,3125,+,Verified,24016.0,27225.0,24016,27225
YNL326C,PFA3,14,27336,28346,1010,-,Verified,28378.0,27183.0,27183,28378
YNL325C,FIG4,14,28738,31377,2639,-,Verified,31386.0,28678.0,28678,31386
YNL324W,YNL324W,14,31049,31444,395,+,Dubious,,,31049,31444
YNL323W,LEM3,14,31943,33187,1244,+,Verified,31899.0,33325.0,31899,33325
YNL322C,KRE1,14,33293,34234,941,-,Verified,34261.0,33216.0,33216,34261
YNL321W,VNX1,14,34695,37421,2726,+,Verified,,37554.0,34695,37554
YNL320W,YNL320W,14,37699,38553,854,+,Uncharacterized,37642.0,38646.0,37642,38646
YNL319W,YNL319W,14,38641,39081,440,+,Dubious,,,38641,39081
YNL318C,HXT14,14,38706,40328,1622,-,Verified,,,40328,38706
YNL317W,PFS2,14,40618,42015,1397,+,Verified,40618.0,42090.0,40618,42090
YNL316C,PHA2,14,42070,43074,1004,-,Verified,43130.0,41916.0,41916,43130
YNL315C,ATP11,14,43323,44279,956,-,Verified,44268.0,43218.0,43218,44268
YNL314W,DAL82,14,44446,45213,767,+,Verified,44443.0,45310.0,44443,45310
YNL313C,YNL313C,14,45307,48021,2714,-,Uncharacterized,48052.0,45220.0,45220,48052
YNL312W,RFA2,14,48286,49215,929,+,Verified,48244.0,49293.0,48244,49293
YNL311C,YNL311C,14,49396,51687,2291,-,Verified,51687.0,49332.0,49332,51687
YNL310C,ZIM17,14,51906,52430,524,-,Verified,52462.0,51817.0,51817,52462
YNL309W,STB1,14,52661,53923,1262,+,Verified,52596.0,54122.0,52596,54122
YNL308C,KRI1,14,54121,55896,1775,-,Verified,55933.0,54047.0,54047,55933
YNL307C,MCK1,14,56446,57573,1127,-,Verified,57739.0,56122.0,56122,57739
YNL306W,MRPS18,14,58155,58808,653,+,Verified,58129.0,58899.0,58129,58899
YNL305C,YNL305C,14,58898,59791,893,-,Uncharacterized,59822.0,58805.0,58805,59822
YNL304W,YPT11,14,60297,61550,1253,+,Verified,60247.0,61681.0,60247,61681
YNL303W,YNL303W,14,61510,61857,347,+,Dubious,,,61510,61857
YNL302C,RPS19B,14,61958,62943,985,-,Verified,62973.0,61837.0,61837,62973
YNL301C,RPL18B,14,63570,64562,992,-,Verified,64586.0,63410.0,63410,64586
YNL300W,YNL300W,14,65744,66052,308,+,Uncharacterized,65652.0,66308.0,65652,66308
YNL299W,TRF5,14,66517,68445,1928,+,Verified,66422.0,68509.0,66422,68509
YNL298W,CLA4,14,68915,71443,2528,+,Verified,68781.0,71549.0,68781,71549
YNL297C,MON2,14,71673,76583,4910,-,Verified,76622.0,71599.0,71599,76622
YNL296W,YNL296W,14,76273,76587,314,+,Dubious,,,76273,76587
YNL295W,YNL295W,14,76946,78520,1574,+,Uncharacterized,76809.0,78660.0,76809,78660
YNL294C,RIM21,14,78659,80260,1601,-,Verified,80426.0,78504.0,78504,80426
YNL293W,MSB3,14,80640,82541,1901,+,Verified,80576.0,82642.0,80576,82642
YNL292W,PUS4,14,82806,84017,1211,+,Verified,82797.0,84132.0,82797,84132
YNL291C,MID1,14,84169,85815,1646,-,Verified,86037.0,84125.0,84125,86037
YNL290W,RFC3,14,86218,87240,1022,+,Verified,86210.0,87359.0,86210,87359
YNL289W,PCL1,14,87897,88736,839,+,Verified,87816.0,88878.0,87816,88878
YNL288W,CAF40,14,90303,91424,1121,+,Verified,90162.0,91498.0,90162,91498
YNL287W,SEC21,14,91994,94801,2807,+,Verified,91805.0,95020.0,91805,95020
YNL286W,CUS2,14,95223,96080,857,+,Verified,95128.0,96175.0,95128,96175
YNL285W,YNL285W,14,96173,96544,371,+,Dubious,,,96173,96544
YNL284C,MRPL10,14,103134,104102,968,-,Verified,104055.0,103058.0,103058,104055
YNL283C,WSC2,14,105184,106695,1511,-,Verified,107046.0,105130.0,105130,107046
YNL282W,POP3,14,107687,108274,587,+,Verified,107639.0,108600.0,107639,108600
YNL281W,HCH1,14,108467,108928,461,+,Verified,108448.0,109120.0,108448,109120
YNL280C,ERG24,14,109095,110411,1316,-,Verified,110472.0,108990.0,108990,110472
YNL279W,PRM1,14,110917,112902,1985,+,Verified,,113154.0,110917,113154
YNL278W,CAF120,14,113271,116453,3182,+,Verified,113142.0,116645.0,113142,116645
YNL277W-A,YNL277W-A,14,116679,116867,188,+,Uncharacterized,,,116679,116867
YNL277W,MET2,14,117349,118809,1460,+,Verified,117207.0,118918.0,117207,118918
YNL276C,YNL276C,14,118431,118826,395,-,Dubious,,,118826,118431
YNL275W,BOR1,14,119268,120998,1730,+,Verified,119251.0,121092.0,119251,121092
YNL274C,GOR1,14,121118,122170,1052,-,Verified,122231.0,120987.0,120987,122231
YNL273W,TOF1,14,122883,126599,3716,+,Verified,122834.0,126667.0,122834,126667
YNL272C,SEC2,14,126805,129084,2279,-,Verified,129180.0,126759.0,126759,129180
YNL271C,BNI1,14,129523,135384,5861,-,Verified,135675.0,129365.0,129365,135675
YNL270C,ALP1,14,135941,137662,1721,-,Verified,137816.0,,137662,137816
YNL269W,BSC4,14,137700,138095,395,+,Verified,,,137700,138095
YNL268W,LYP1,14,138551,140386,1835,+,Verified,138495.0,140516.0,138495,140516
YNL267W,PIK1,14,140879,144079,3200,+,Verified,140780.0,144210.0,140780,144210
YNL266W,YNL266W,14,144246,144665,419,+,Dubious,,,144246,144665
YNL265C,IST1,14,144281,145282,1001,-,Verified,145303.0,144131.0,144131,145303
YNL264C,PDR17,14,145564,146616,1052,-,Verified,146620.0,145418.0,145418,146620
YNL263C,YIF1,14,146897,147841,944,-,Verified,147984.0,146797.0,146797,147984
YNL262W,POL2,14,148213,154881,6668,+,Verified,148200.0,155049.0,148200,155049
YNL261W,ORC5,14,155101,156540,1439,+,Verified,155061.0,156642.0,155061,156642
YNL260C,YNL260C,14,156860,157456,596,-,Uncharacterized,157371.0,156518.0,156518,157371
YNL259C,ATX1,14,157645,157866,221,-,Verified,157895.0,157539.0,157539,157895
YNL258C,DSL1,14,158110,160374,2264,-,Verified,160382.0,157995.0,157995,160382
YNL257C,SIP3,14,160632,164321,3689,-,Verified,164377.0,160586.0,160586,164377
YNL256W,FOL1,14,164624,167098,2474,+,Verified,164539.0,167174.0,164539,167174
YNL255C,GIS2,14,167330,167791,461,-,Verified,167818.0,167042.0,167042,167818
YNL254C,RTC4,14,168044,169249,1205,-,Uncharacterized,169315.0,167816.0,167816,169315
YNL253W,TEX1,14,170019,171287,1268,+,Verified,169987.0,171438.0,169987,171438
YNL252C,MRPL17,14,171442,172287,845,-,Verified,172307.0,171303.0,171303,172307
YNL251C,NRD1,14,172589,174316,1727,-,Verified,174588.0,172427.0,172427,174588
YNL250W,RAD50,14,175411,179349,3938,+,Verified,175389.0,179497.0,175389,179497
YNL249C,MPA43,14,179395,181023,1628,-,Verified,181023.0,179368.0,179368,181023
YNL248C,RPA49,14,181362,182609,1247,-,Verified,182647.0,181170.0,181170,182647
YNL247W,YNL247W,14,182876,185179,2303,+,Verified,182888.0,185322.0,182888,185322
YNL246W,VPS75,14,185461,186350,889,+,Verified,185444.0,186628.0,185444,186628
YNL245C,CWC25,14,186347,186886,539,-,Verified,186905.0,,186886,186905
YNL244C,SUI1,14,187171,187497,326,-,Verified,187530.0,187027.0,187027,187530
YNL243W,SLA2,14,188052,190958,2906,+,Verified,187990.0,191015.0,187990,191015
YNL242W,ATG2,14,191325,196103,4778,+,Verified,191231.0,196151.0,191231,196151
YNL241C,ZWF1,14,196427,197944,1517,-,Verified,198003.0,196222.0,196222,198003
YNL240C,NAR1,14,198503,199978,1475,-,Verified,199990.0,198386.0,198386,199990
YNL239W,LAP3,14,200570,201934,1364,+,Verified,200512.0,202042.0,200512,202042
YNL238W,KEX2,14,202429,204873,2444,+,Verified,202184.0,205005.0,202184,205005
YNL237W,YTP1,14,205189,206568,1379,+,Verified,205144.0,206756.0,205144,206756
YNL236W,SIN4,14,206931,209855,2924,+,Verified,206901.0,209946.0,206901,209946
YNL235C,YNL235C,14,209549,209980,431,-,Dubious,,,209980,209549
YNL234W,YNL234W,14,210234,211514,1280,+,Uncharacterized,210181.0,211590.0,210181,211590
YNL233W,BNI4,14,211923,214601,2678,+,Verified,211738.0,214686.0,211738,214686
YNL232W,CSL4,14,214924,215802,878,+,Verified,214888.0,215871.0,214888,215871
YNL231C,PDR16,14,215988,217043,1055,-,Verified,217191.0,215911.0,215911,217191
YNL230C,ELA1,14,217524,218663,1139,-,Verified,218728.0,217145.0,217145,218728
YNL229C,URE2,14,219138,220202,1064,-,Verified,220410.0,218907.0,218907,220410
YNL228W,YNL228W,14,220646,221422,776,+,Dubious,,,220646,221422
YNL227C,JJJ1,14,220660,222432,1772,-,Verified,222484.0,220588.0,220588,222484
YNL226W,YNL226W,14,222240,222650,410,+,Dubious,,,222240,222650
YNL225C,CNM67,14,222725,224470,1745,-,Verified,224519.0,222587.0,222587,224519
YNL224C,SQS1,14,224797,227100,2303,-,Verified,227192.0,224640.0,224640,227192
YNL223W,ATG4,14,227371,228855,1484,+,Verified,227385.0,229035.0,227385,229035
YNL222W,SSU72,14,229095,229715,620,+,Verified,229058.0,229763.0,229058,229763
YNL221C,POP1,14,231069,233696,2627,-,Verified,233746.0,230910.0,230910,233746
YNL220W,ADE12,14,234414,235715,1301,+,Verified,234323.0,235808.0,234323,235808
YNL219C,ALG9,14,235997,237664,1667,-,Verified,237810.0,235838.0,235838,237810
YNL218W,MGS1,14,238239,240002,1763,+,Verified,238228.0,240258.0,238228,240258
YNL217W,YNL217W,14,240332,241312,980,+,Uncharacterized,240305.0,241415.0,240305,241415
YNL216W,RAP1,14,241690,244173,2483,+,Verified,241601.0,244309.0,241601,244309
YNL215W,IES2,14,244469,245431,962,+,Verified,244377.0,245460.0,244377,245460
YNL214W,PEX17,14,245618,246217,599,+,Verified,245597.0,246471.0,245597,246471
YNL213C,YNL213C,14,246461,247105,644,-,Verified,247207.0,246366.0,246366,247207
YNL212W,VID27,14,247462,249810,2348,+,Verified,247379.0,249946.0,247379,249946
YNL211C,YNL211C,14,250056,250316,260,-,Uncharacterized,250381.0,249821.0,249821,250381
YNL210W,MER1,14,250932,251744,812,+,Verified,,,250932,251744
YNL209W,SSB2,14,252060,253901,1841,+,Verified,252037.0,254020.0,252037,254020
YNL208W,YNL208W,14,254419,255018,599,+,Verified,254391.0,255113.0,254391,255113
YNL207W,RIO2,14,255354,256631,1277,+,Verified,255257.0,256790.0,255257,256790
YNL206C,RTT106,14,256789,258156,1367,-,Verified,258163.0,256722.0,256722,258163
YNL205C,YNL205C,14,258156,258578,422,-,Dubious,,,258578,258156
YNL204C,SPS18,14,258376,259278,902,-,Verified,,258315.0,258315,258376
YNL203C,YNL203C,14,259440,260051,611,-,Dubious,,,260051,259440
YNL202W,SPS19,14,259579,260457,878,+,Verified,259557.0,260565.0,259557,260565
YNL201C,PSY2,14,260628,263204,2576,-,Verified,263475.0,260433.0,260433,263475
YNL200C,YNL200C,14,263714,264454,740,-,Uncharacterized,264558.0,263600.0,263600,264558
YNL199C,GCR2,14,264927,266531,1604,-,Verified,266650.0,264755.0,264755,266650
YNL198C,YNL198C,14,266515,266817,302,-,Dubious,,,266817,266515
YNL197C,WHI3,14,267609,269594,1985,-,Verified,269932.0,267514.0,267514,269932
YNL196C,SLZ1,14,270276,271172,896,-,Uncharacterized,,,271172,270276
YNL195C,YNL195C,14,271524,272309,785,-,Uncharacterized,272051.0,271431.0,271431,272051
YNL194C,YNL194C,14,272711,273616,905,-,Verified,,,273616,272711
YNL193W,YNL193W,14,274369,276045,1676,+,Uncharacterized,274354.0,276096.0,274354,276096
YNL192W,CHS1,14,276503,279898,3395,+,Verified,276388.0,280001.0,276388,280001
YNL191W,DUG3,14,280433,281506,1073,+,Verified,280371.0,281620.0,280371,281620
YNL190W,YNL190W,14,282396,283010,614,+,Uncharacterized,282113.0,,282113,283010
YNL189W,SRP1,14,284261,285889,1628,+,Verified,284069.0,286010.0,284069,286010
YNL188W,KAR1,14,286309,287610,1301,+,Verified,286240.0,287627.0,286240,287627
YNL187W,YNL187W,14,287996,289069,1073,+,Uncharacterized,287789.0,289441.0,287789,289441
YNL186W,UBP10,14,289500,291878,2378,+,Verified,289307.0,291985.0,289307,291985
YNL185C,MRPL19,14,292195,292671,476,-,Verified,292768.0,292068.0,292068,292768
YNL184C,YNL184C,14,292559,292885,326,-,Dubious,,,292885,292559
YNL183C,NPR1,14,293139,295511,2372,-,Verified,295721.0,293037.0,293037,295721
YNL182C,IPI3,14,295962,297629,1667,-,Verified,297695.0,295877.0,295877,297695
YNL181W,YNL181W,14,298337,299560,1223,+,Uncharacterized,298264.0,299675.0,298264,299675
YNL180C,RHO5,14,299656,300651,995,-,Verified,300843.0,299579.0,299579,300843
YNL179C,YNL179C,14,300668,301105,437,-,Dubious,,,301105,300668
YNL178W,RPS3,14,302682,303404,722,+,Verified,302664.0,303467.0,302664,303467
YNL177C,MRPL22,14,303688,304617,929,-,Verified,304666.0,303504.0,303504,304666
YNL176C,YNL176C,14,305072,306982,1910,-,Uncharacterized,307171.0,304821.0,304821,307171
YNL175C,NOP13,14,307403,308614,1211,-,Verified,308650.0,307283.0,307283,308650
YNL174W,YNL174W,14,308076,308648,572,+,Dubious,,,308076,308648
YNL173C,MDG1,14,308959,310059,1100,-,Verified,310099.0,308813.0,308813,310099
YNL172W,APC1,14,310638,315884,5246,+,Verified,310542.0,316201.0,310542,316201
YNL171C,YNL171C,14,315631,315999,368,-,Dubious,,,315999,315631
YNL170W,YNL170W,14,315980,316375,395,+,Dubious,,,315980,316375
YNL169C,PSD1,14,316171,317673,1502,-,Verified,317776.0,316060.0,316060,317776
YNL168C,FMP41,14,318032,318811,779,-,Uncharacterized,318867.0,317876.0,317876,318867
YNL167C,SKO1,14,319418,321361,1943,-,Verified,321705.0,319201.0,319201,321705
YNL166C,BNI5,14,322221,323567,1346,-,Verified,323589.0,322107.0,322107,323589
YNL165W,YNL165W,14,323834,325054,1220,+,Uncharacterized,323761.0,325205.0,323761,325205
YNL164C,IBD2,14,325267,326322,1055,-,Verified,326487.0,325200.0,325200,326487
YNL163C,RIA1,14,326743,330075,3332,-,Verified,330140.0,326624.0,326624,330140
YNL162W-A,YNL162W-A,14,330331,330549,218,+,Uncharacterized,330306.0,330924.0,330306,330924
YNL162W,RPL42A,14,331324,332156,832,+,Verified,331330.0,332241.0,331330,332241
YNL161W,CBK1,14,332599,334869,2270,+,Verified,332434.0,334958.0,332434,334958
YNL160W,YGP1,14,336547,337611,1064,+,Verified,336492.0,337827.0,336492,337827
YNL159C,ASI2,14,338480,339349,869,-,Verified,339370.0,338272.0,338272,339370
YNL158W,PGA1,14,339614,340210,596,+,Verified,339578.0,340481.0,339578,340481
YNL157W,IGO1,14,340354,340860,506,+,Uncharacterized,340311.0,340918.0,340311,340918
YNL156C,NSG2,14,341071,341970,899,-,Verified,342141.0,340948.0,340948,342141
YNL155W,YNL155W,14,342518,343342,824,+,Uncharacterized,342414.0,343430.0,342414,343430
YNL154C,YCK2,14,343638,345278,1640,-,Verified,345504.0,343492.0,343492,345504
YNL153C,GIM3,14,345671,346060,389,-,Verified,346082.0,345450.0,345450,346082
YNL152W,INN1,14,346315,347544,1229,+,Verified,346294.0,347629.0,346294,347629
YNL151C,RPC31,14,347768,348523,755,-,Verified,348578.0,347623.0,347623,348578
YNL150W,YNL150W,14,349253,349660,407,+,Dubious,,,349253,349660
YNL149C,PGA2,14,349369,349758,389,-,Uncharacterized,349791.0,349242.0,349242,349791
YNL148C,ALF1,14,349909,350673,764,-,Verified,350684.0,349752.0,349752,350684
YNL147W,LSM7,14,350942,351385,443,+,Verified,350859.0,351459.0,350859,351459
YNL146C-A,YNL146C-A,14,351388,351582,194,-,Uncharacterized,351776.0,351344.0,351344,351776
YNL146W,YNL146W,14,351717,352019,302,+,Uncharacterized,351594.0,352337.0,351594,352337
YNL145W,MFA2,14,352416,352532,116,+,Verified,352354.0,352707.0,352354,352707
YNL144C,YNL144C,14,352822,355044,2222,-,Uncharacterized,355255.0,352764.0,352764,355255
YNL144W-A,YNL144W-A,14,353063,353146,83,+,Dubious,,,353063,353146
YNL143C,YNL143C,14,356796,357188,392,-,Dubious,,,357188,356796
YNL142W,MEP2,14,357455,358954,1499,+,Verified,357183.0,359051.0,357183,359051
YNL141W,AAH1,14,359598,360641,1043,+,Verified,359564.0,360693.0,359564,360693
YNL140C,YNL140C,14,360919,361488,569,-,Dubious,,,361488,360919
YNL139C,THO2,14,360926,365719,4793,-,Verified,365815.0,360746.0,360746,365815
